靡ㄩ絏	虏嘿	るら	Μ絃基(じ)
COID	Name	MDATE	CLOSE
2912   	参禬       	20140529	  199.01
9904   	腳Θ         	20140529	   27.63
6505   	鹅て       	20140529	   60.80
2303   	羛筿         	20140529	   11.33
2330   	縩筿       	20140529	  103.90
2408   	玭ㄈ       	20140529	   61.98
2357   	地河         	20140529	  240.99
3008   	ミ       	20140529	 1843.46
3481   	竤承         	20140529	    9.82
2412   	い地筿       	20140529	   76.29
2308   	笷筿       	20140529	  163.49
2327   	瓣エ         	20140529	   48.54
2317   	翬         	20140529	   74.09
2474   	Θ         	20140529	  240.52
1101   	猟         	20140530	   32.19
1216   	参         	20140530	   39.29
1301   	鹅         	20140530	   62.98
1402   	环狥穝       	20140530	   24.69
2002   	い葵         	20140530	   20.51
2105   	タ穝         	20140530	   65.00
2912   	参禬       	20140530	  204.37
9904   	腳Θ         	20140530	   27.22
6505   	鹅て       	20140530	   60.38
2303   	羛筿         	20140530	   11.54
2330   	縩筿       	20140530	  101.77
2408   	玭ㄈ       	20140530	   66.30
2357   	地河         	20140530	  244.31
3008   	ミ       	20140530	 1820.24
3481   	竤承         	20140530	    9.99
2412   	い地筿       	20140530	   75.90
2308   	笷筿       	20140530	  162.24
2327   	瓣エ         	20140530	   47.60
2317   	翬         	20140530	   73.21
2474   	Θ         	20140530	  232.71
1101   	猟         	20140603	   32.01
1216   	参         	20140603	   39.66
1301   	鹅         	20140603	   64.05
1402   	环狥穝       	20140603	   25.09
2002   	い葵         	20140603	   20.84
2105   	タ穝         	20140603	   65.41
2912   	参禬       	20140603	  195.31
9904   	腳Θ         	20140603	   27.96
6505   	鹅て       	20140603	   60.96
2303   	羛筿         	20140603	   11.62
2330   	縩筿       	20140603	  104.33
2408   	玭ㄈ       	20140603	   66.38
2357   	地河         	20140603	  241.73
3008   	ミ       	20140603	 1801.67
3481   	竤承         	20140603	    9.99
2412   	い地筿       	20140603	   76.29
2308   	笷筿       	20140603	  166.40
2327   	瓣エ         	20140603	   50.83
2317   	翬         	20140603	   73.69
2474   	Θ         	20140603	  239.65
1101   	猟         	20140604	   32.11
1216   	参         	20140604	   38.99
1301   	鹅         	20140604	   63.64
1402   	环狥穝       	20140604	   24.97
2002   	い葵         	20140604	   20.67
2105   	タ穝         	20140604	   64.92
2912   	参禬       	20140604	  195.31
9904   	腳Θ         	20140604	   27.59
6505   	鹅て       	20140604	   60.55
2303   	羛筿         	20140604	   11.74
2330   	縩筿       	20140604	  105.18
2408   	玭ㄈ       	20140604	   66.38
2357   	地河         	20140604	  242.10
3008   	ミ       	20140604	 1838.81
3481   	竤承         	20140604	   10.24
2412   	い地筿       	20140604	   75.50
2308   	笷筿       	20140604	  161.83
2327   	瓣エ         	20140604	   51.91
2317   	翬         	20140604	   73.77
2474   	Θ         	20140604	  243.13
1101   	猟         	20140605	   32.48
1216   	参         	20140605	   39.06
1301   	鹅         	20140605	   63.64
1402   	环狥穝       	20140605	   24.85
2002   	い葵         	20140605	   20.71
2105   	タ穝         	20140605	   64.68
2912   	参禬       	20140605	  192.83
9904   	腳Θ         	20140605	   28.74
6505   	鹅て       	20140605	   60.96
2303   	羛筿         	20140605	   11.70
2330   	縩筿       	20140605	  104.75
2408   	玭ㄈ       	20140605	   71.02
2357   	地河         	20140605	  239.88
3008   	ミ       	20140605	 1843.46
3481   	竤承         	20140605	   10.07
2412   	い地筿       	20140605	   75.11
2308   	笷筿       	20140605	  159.75
2327   	瓣エ         	20140605	   52.72
2317   	翬         	20140605	   73.61
2474   	Θ         	20140605	  244.86
1101   	猟         	20140606	   33.20
1216   	参         	20140606	   39.14
1301   	鹅         	20140606	   63.31
1402   	环狥穝       	20140606	   24.89
2002   	い葵         	20140606	   20.76
2105   	タ穝         	20140606	   65.25
2912   	参禬       	20140606	  194.07
9904   	腳Θ         	20140606	   28.86
6505   	鹅て       	20140606	   60.38
2303   	羛筿         	20140606	   11.99
2330   	縩筿       	20140606	  104.33
2408   	玭ㄈ       	20140606	   66.38
2357   	地河         	20140606	  240.99
3008   	ミ       	20140606	 1899.18
3481   	竤承         	20140606	   10.45
2412   	い地筿       	20140606	   75.42
2308   	笷筿       	20140606	  159.75
2327   	瓣エ         	20140606	   51.10
2317   	翬         	20140606	   73.85
2474   	Θ         	20140606	  246.60
1101   	猟         	20140609	   33.41
1216   	参         	20140609	   39.51
1301   	鹅         	20140609	   63.31
1402   	环狥穝       	20140609	   24.85
2002   	い葵         	20140609	   20.67
2105   	タ穝         	20140609	   65.17
2912   	参禬       	20140609	  196.13
9904   	腳Θ         	20140609	   28.62
6505   	鹅て       	20140609	   60.71
2303   	羛筿         	20140609	   11.87
2330   	縩筿       	20140609	  104.75
2408   	玭ㄈ       	20140609	   61.98
2357   	地河         	20140609	  240.25
3008   	ミ       	20140609	 1889.89
3481   	竤承         	20140609	   10.37
2412   	い地筿       	20140609	   75.90
2308   	笷筿       	20140609	  161.41
2327   	瓣エ         	20140609	   51.51
2317   	翬         	20140609	   74.09
2474   	Θ         	20140609	  247.47
1101   	猟         	20140610	   33.31
1216   	参         	20140610	   39.59
1301   	鹅         	20140610	   63.23
1402   	环狥穝       	20140610	   25.05
2002   	い葵         	20140610	   20.76
2105   	タ穝         	20140610	   65.33
2912   	参禬       	20140610	  196.54
9904   	腳Θ         	20140610	   28.58
6505   	鹅て       	20140610	   61.21
2303   	羛筿         	20140610	   11.79
2330   	縩筿       	20140610	  106.03
2408   	玭ㄈ       	20140610	   57.66
2357   	地河         	20140610	  239.88
3008   	ミ       	20140610	 1917.75
3481   	竤承         	20140610	   10.24
2412   	い地筿       	20140610	   76.37
2308   	笷筿       	20140610	  163.91
2327   	瓣エ         	20140610	   50.02
2317   	翬         	20140610	   74.56
2474   	Θ         	20140610	  255.28
1101   	猟         	20140611	   33.05
1216   	参         	20140611	   39.66
1301   	鹅         	20140611	   62.98
1402   	环狥穝       	20140611	   25.01
2002   	い葵         	20140611	   20.76
2105   	タ穝         	20140611	   64.44
2912   	参禬       	20140611	  193.66
9904   	腳Θ         	20140611	   28.17
6505   	鹅て       	20140611	   61.29
2303   	羛筿         	20140611	   11.91
2330   	縩筿       	20140611	  106.46
2408   	玭ㄈ       	20140611	   59.58
2357   	地河         	20140611	  239.88
3008   	ミ       	20140611	 1931.68
3481   	竤承         	20140611	   10.53
2412   	い地筿       	20140611	   76.29
2308   	笷筿       	20140611	  163.49
2327   	瓣エ         	20140611	   49.48
2317   	翬         	20140611	   74.32
2474   	Θ         	20140611	  255.28
1101   	猟         	20140612	   32.80
1216   	参         	20140612	   39.89
1301   	鹅         	20140612	   62.82
1402   	环狥穝       	20140612	   24.93
2002   	い葵         	20140612	   20.71
2105   	タ穝         	20140612	   64.20
2912   	参禬       	20140612	  189.54
9904   	腳Θ         	20140612	   29.11
6505   	鹅て       	20140612	   61.87
2303   	羛筿         	20140612	   12.36
2330   	縩筿       	20140612	  105.18
2408   	玭ㄈ       	20140612	   57.58
2357   	地河         	20140612	  240.62
3008   	ミ       	20140612	 1913.11
3481   	竤承         	20140612	   10.37
2412   	い地筿       	20140612	   75.98
2308   	笷筿       	20140612	  161.41
2327   	瓣エ         	20140612	   52.85
2317   	翬         	20140612	   74.01
2474   	Θ         	20140612	  250.94
1101   	猟         	20140613	   32.37
1216   	参         	20140613	   39.81
1301   	鹅         	20140613	   62.98
1402   	环狥穝       	20140613	   24.93
2002   	い葵         	20140613	   20.84
2105   	タ穝         	20140613	   64.20
2912   	参禬       	20140613	  190.36
9904   	腳Θ         	20140613	   28.86
6505   	鹅て       	20140613	   62.11
2303   	羛筿         	20140613	   12.24
2330   	縩筿       	20140613	  104.75
2408   	玭ㄈ       	20140613	   57.58
2357   	地河         	20140613	  237.30
3008   	ミ       	20140613	 1903.82
3481   	竤承         	20140613	   10.37
2412   	い地筿       	20140613	   76.05
2308   	笷筿       	20140613	  160.58
2327   	瓣エ         	20140613	   56.49
2317   	翬         	20140613	   73.85
2474   	Θ         	20140613	  250.51
1101   	猟         	20140616	   32.29
1216   	参         	20140616	   39.59
1301   	鹅         	20140616	   62.74
1402   	环狥穝       	20140616	   24.85
2002   	い葵         	20140616	   20.71
2105   	タ穝         	20140616	   63.72
2912   	参禬       	20140616	  191.60
9904   	腳Θ         	20140616	   29.07
6505   	鹅て       	20140616	   62.20
2303   	羛筿         	20140616	   12.07
2330   	縩筿       	20140616	  105.60
2408   	玭ㄈ       	20140616	   59.82
2357   	地河         	20140616	  239.88
3008   	ミ       	20140616	 1889.89
3481   	竤承         	20140616	   10.28
2412   	い地筿       	20140616	   76.21
2308   	笷筿       	20140616	  158.50
2327   	瓣エ         	20140616	   54.47
2317   	翬         	20140616	   73.45
2474   	Θ         	20140616	  246.60
1101   	猟         	20140617	   32.26
1216   	参         	20140617	   39.51
1301   	鹅         	20140617	   63.06
1402   	环狥穝       	20140617	   25.01
2002   	い葵         	20140617	   20.71
2105   	タ穝         	20140617	   64.52
2912   	参禬       	20140617	  190.36
9904   	腳Θ         	20140617	   29.73
6505   	鹅て       	20140617	   61.62
2303   	羛筿         	20140617	   12.07
2330   	縩筿       	20140617	  106.46
2408   	玭ㄈ       	20140617	   59.58
2357   	地河         	20140617	  238.41
3008   	ミ       	20140617	 1936.33
3481   	竤承         	20140617	   10.37
2412   	い地筿       	20140617	   76.05
2308   	笷筿       	20140617	  159.75
2327   	瓣エ         	20140617	   53.93
2317   	翬         	20140617	   74.48
2474   	Θ         	20140617	  245.73
1101   	猟         	20140618	   32.51
1216   	参         	20140618	   39.66
1301   	鹅         	20140618	   64.05
1402   	环狥穝       	20140618	   25.21
2002   	い葵         	20140618	   21.09
2105   	タ穝         	20140618	   64.76
2912   	参禬       	20140618	  194.48
9904   	腳Θ         	20140618	   30.10
6505   	鹅て       	20140618	   63.02
2303   	羛筿         	20140618	   11.91
2330   	縩筿       	20140618	  106.88
2408   	玭ㄈ       	20140618	   58.54
2357   	地河         	20140618	  240.62
3008   	ミ       	20140618	 1903.82
3481   	竤承         	20140618	   10.24
2412   	い地筿       	20140618	   76.29
2308   	笷筿       	20140618	  164.74
2327   	瓣エ         	20140618	   56.63
2317   	翬         	20140618	   74.56
2474   	Θ         	20140618	  245.73
1101   	猟         	20140619	   32.48
1216   	参         	20140619	   39.81
1301   	鹅         	20140619	   65.12
1402   	环狥穝       	20140619	   25.33
2002   	い葵         	20140619	   21.26
2105   	タ穝         	20140619	   64.52
2912   	参禬       	20140619	  192.83
9904   	腳Θ         	20140619	   29.52
6505   	鹅て       	20140619	   62.44
2303   	羛筿         	20140619	   12.24
2330   	縩筿       	20140619	  107.31
2408   	玭ㄈ       	20140619	   58.38
2357   	地河         	20140619	  242.47
3008   	ミ       	20140619	 2033.84
3481   	竤承         	20140619	   10.28
2412   	い地筿       	20140619	   76.61
